template_id,instance_id,query_group_id,plan_strategy,strategy_tag,n_ops,n_joins_plan,n_sel_plan,n_agg_plan,n_sort_plan,join_typ,access,n_pipe,pipe_max,n_par,par_max,d_0,d_1,d_2,d_3,n_cross,n_push,tier_span,read_total,write_total,inter_max,reduce,cost,cost_ratio_to_best,optimal,plan_template_id,best_strategy_tag,n_terms,n_rel,n_joins_query,n_anti,n_sel_query,n_agg_query,n_group,n_sort_query,depth,size_class_max,n_large,n_small,tier_min,tier_max,input_mb,query_class
Q1_I02_T01,Q1_I02,Q1,"home, serial, nested_loop",1,3,0,1,1,1,0,0,0,0,0,0,19347.5,0.0,0.0,0.0,0,0,0,12815.4,6532.1,6280.8,0.0196,81.7979,5.765,0,Q1_I02_T33,33,1,1,0,0,1,8,2,2,1,large,1,0,0,0,6409.0,aggregate and group over one relation
Q1_I02_T04,Q1_I02,Q1,"home, serial, sort_merge",4,5,0,1,1,3,2,0,0,0,0,0,19347.5,502.5,0.0,0.0,0,0,0,13066.7,6783.3,6280.8,0.0196,82.7372,5.8312,0,Q1_I02_T33,33,1,1,0,0,1,8,2,2,1,large,1,0,0,0,6409.0,aggregate and group over one relation
Q1_I02_T05,Q1_I02,Q1,"home, p3, nested_loop",5,3,0,1,1,1,0,0,0,0,1,3,19347.5,0.0,0.0,0.0,0,0,0,12815.4,6532.1,6280.8,0.0196,45.7898,3.2272,0,Q1_I02_T33,33,1,1,0,0,1,8,2,2,1,large,1,0,0,0,6409.0,aggregate and group over one relation
Q1_I02_T08,Q1_I02,Q1,"home, p3, sort_merge",8,5,0,1,1,3,2,0,0,0,1,3,19347.5,502.5,0.0,0.0,0,0,0,13066.7,6783.3,6280.8,0.0196,46.7291,3.2934,0,Q1_I02_T33,33,1,1,0,0,1,8,2,2,1,large,1,0,0,0,6409.0,aggregate and group over one relation
Q1_I02_T09,Q1_I02,Q1,"l2, serial, nested_loop",9,3,0,1,1,1,0,0,0,0,0,0,6409.0,6280.8,6657.7,0.0,1,1,2,12815.4,6532.1,6280.8,0.0196,45.2257,3.1874,0,Q1_I02_T33,33,1,1,0,0,1,8,2,2,1,large,1,0,0,0,6409.0,aggregate and group over one relation
Q1_I02_T15,Q1_I02,Q1,"l2, serial, sort_merge",15,5,0,1,1,3,2,0,0,0,0,0,6409.0,6280.8,7160.1,0.0,1,1,2,13066.7,6783.3,6280.8,0.0196,45.7414,3.2238,0,Q1_I02_T33,33,1,1,0,0,1,8,2,2,1,large,1,0,0,0,6409.0,aggregate and group over one relation
Q1_I02_T17,Q1_I02,Q1,"l2, p3, nested_loop",17,3,0,1,1,1,0,0,0,0,1,3,6409.0,6280.8,6657.7,0.0,1,1,2,12815.4,6532.1,6280.8,0.0196,19.5225,1.3759,0,Q1_I02_T33,33,1,1,0,0,1,8,2,2,1,large,1,0,0,0,6409.0,aggregate and group over one relation
Q1_I02_T23,Q1_I02,Q1,"l2, p3, sort_merge",23,5,0,1,1,3,2,0,0,0,1,3,6409.0,6280.8,7160.1,0.0,1,1,2,13066.7,6783.3,6280.8,0.0196,20.0382,1.4123,0,Q1_I02_T33,33,1,1,0,0,1,8,2,2,1,large,1,0,0,0,6409.0,aggregate and group over one relation
Q1_I02_T25,Q1_I02,Q1,"l3, serial, nested_loop",25,3,0,1,1,1,0,0,0,0,0,0,6409.0,6280.8,0.0,6657.7,1,1,3,12815.4,6532.1,6280.8,0.0196,39.8919,2.8115,0,Q1_I02_T33,33,1,1,0,0,1,8,2,2,1,large,1,0,0,0,6409.0,aggregate and group over one relation
Q1_I02_T31,Q1_I02,Q1,"l3, serial, sort_merge",31,5,0,1,1,3,2,0,0,0,0,0,6409.0,6280.8,0.0,7160.1,1,1,3,13066.7,6783.3,6280.8,0.0196,39.998,2.819,0,Q1_I02_T33,33,1,1,0,0,1,8,2,2,1,large,1,0,0,0,6409.0,aggregate and group over one relation
Q1_I02_T33,Q1_I02,Q1,"l3, p3, nested_loop",33,3,0,1,1,1,0,0,0,0,1,3,6409.0,6280.8,0.0,6657.7,1,1,3,12815.4,6532.1,6280.8,0.0196,14.1887,1.0,1,Q1_I02_T33,33,1,1,0,0,1,8,2,2,1,large,1,0,0,0,6409.0,aggregate and group over one relation
Q1_I02_T39,Q1_I02,Q1,"l3, p3, sort_merge",39,5,0,1,1,3,2,0,0,0,1,3,6409.0,6280.8,0.0,7160.1,1,1,3,13066.7,6783.3,6280.8,0.0196,14.2948,1.0075,0,Q1_I02_T33,33,1,1,0,0,1,8,2,2,1,large,1,0,0,0,6409.0,aggregate and group over one relation
Q2_I02_T01,Q2_I02,Q2,"home, serial, nested_loop",1,15,4,6,1,1,0,0,0,0,0,0,4772.9,0.0,0.0,0.0,0,0,0,3649.2,1123.7,1099.0,0.000354,20.0905,8.6041,0,Q2_I02_T22,22,1,5,4,0,2,1,0,4,2,medium,0,3,0,0,1412.0,five-way join with correlated aggregate subquery
Q2_I02_T03,Q2_I02,Q2,"home, serial, index_nested_loop",3,15,4,6,1,1,3,1,0,0,0,0,3381.4,0.0,0.0,0.0,0,0,0,2257.8,1123.7,1099.0,0.000354,14.2929,6.1212,0,Q2_I02_T22,22,1,5,4,0,2,1,0,4,2,medium,0,3,0,0,1412.0,five-way join with correlated aggregate subquery
Q2_I02_T04,Q2_I02,Q2,"home, serial, sort_merge",4,17,4,6,1,3,2,0,0,0,0,0,4772.9,2.0,0.0,0.0,0,0,0,3650.2,1124.7,1099.0,0.000354,20.0943,8.6057,0,Q2_I02_T22,22,1,5,4,0,2,1,0,4,2,medium,0,3,0,0,1412.0,five-way join with correlated aggregate subquery
Q2_I02_T05,Q2_I02,Q2,"home, p3, nested_loop",5,15,4,6,1,1,0,0,0,0,13,3,4772.9,0.0,0.0,0.0,0,0,0,3649.2,1123.7,1099.0,0.000354,6.7039,2.871,0,Q2_I02_T22,22,1,5,4,0,2,1,0,4,2,medium,0,3,0,0,1412.0,five-way join with correlated aggregate subquery
Q2_I02_T07,Q2_I02,Q2,"home, p3, index_nested_loop",7,15,4,6,1,1,3,1,0,0,13,3,3381.4,0.0,0.0,0.0,0,0,0,2257.8,1123.7,1099.0,0.000354,4.7714,2.0434,0,Q2_I02_T22,22,1,5,4,0,2,1,0,4,2,medium,0,3,0,0,1412.0,five-way join with correlated aggregate subquery
Q2_I02_T08,Q2_I02,Q2,"home, p3, sort_merge",8,17,4,6,1,3,2,0,0,0,13,3,4772.9,2.0,0.0,0.0,0,0,0,3650.2,1124.7,1099.0,0.000354,6.7076,2.8726,0,Q2_I02_T22,22,1,5,4,0,2,1,0,4,2,medium,0,3,0,0,1412.0,five-way join with correlated aggregate subquery
Q2_I02_T09,Q2_I02,Q2,"l2, serial, nested_loop",9,15,4,6,1,1,0,0,0,0,0,0,2528.0,0.0,2244.9,0.0,9,9,2,3649.2,1123.7,1099.0,0.000354,12.8373,5.4978,0,Q2_I02_T22,22,1,5,4,0,2,1,0,4,2,medium,0,3,0,0,1412.0,five-way join with correlated aggregate subquery
Q2_I02_T10,Q2_I02,Q2,"l2, serial, nested_loop, pipelined",10,15,4,6,1,1,0,0,5,5,0,0,2528.0,0.0,2240.4,0.0,9,9,2,3649.2,1119.2,1099.0,0.000354,12.8326,5.4958,0,Q2_I02_T22,22,1,5,4,0,2,1,0,4,2,medium,0,3,0,0,1412.0,five-way join with correlated aggregate subquery
Q2_I02_T13,Q2_I02,Q2,"l2, serial, index_nested_loop",13,15,4,6,1,1,3,1,0,0,0,0,1125.9,0.0,2255.6,0.0,9,9,2,2257.8,1123.7,1099.0,0.000354,7.0058,3.0003,0,Q2_I02_T22,22,1,5,4,0,2,1,0,4,2,medium,0,3,0,0,1412.0,five-way join with correlated aggregate subquery
Q2_I02_T14,Q2_I02,Q2,"l2, serial, index_nested_loop, pipelined",14,15,4,6,1,1,3,1,5,5,0,0,1125.9,0.0,2251.1,0.0,9,9,2,2257.8,1119.2,1099.0,0.000354,7.0011,2.9983,0,Q2_I02_T22,22,1,5,4,0,2,1,0,4,2,medium,0,3,0,0,1412.0,five-way join with correlated aggregate subquery
Q2_I02_T15,Q2_I02,Q2,"l2, serial, sort_merge",15,17,4,6,1,3,2,0,0,0,0,0,2528.0,0.0,2246.9,0.0,9,9,2,3650.2,1124.7,1099.0,0.000354,12.8394,5.4987,0,Q2_I02_T22,22,1,5,4,0,2,1,0,4,2,medium,0,3,0,0,1412.0,five-way join with correlated aggregate subquery
Q2_I02_T16,Q2_I02,Q2,"l2, serial, sort_merge, pipelined",16,17,4,6,1,3,2,0,5,5,0,0,2528.0,0.0,2242.4,0.0,9,9,2,3650.2,1120.2,1099.0,0.000354,12.8347,5.4967,0,Q2_I02_T22,22,1,5,4,0,2,1,0,4,2,medium,0,3,0,0,1412.0,five-way join with correlated aggregate subquery
Q2_I02_T17,Q2_I02,Q2,"l2, p3, nested_loop",17,15,4,6,1,1,0,0,0,0,13,3,2528.0,0.0,2244.9,0.0,9,9,2,3649.2,1123.7,1099.0,0.000354,4.2808,1.8333,0,Q2_I02_T22,22,1,5,4,0,2,1,0,4,2,medium,0,3,0,0,1412.0,five-way join with correlated aggregate subquery
Q2_I02_T18,Q2_I02,Q2,"l2, p3, nested_loop, pipelined",18,15,4,6,1,1,0,0,5,5,13,3,2528.0,0.0,2240.4,0.0,9,9,2,3649.2,1119.2,1099.0,0.000354,4.2789,1.8325,0,Q2_I02_T22,22,1,5,4,0,2,1,0,4,2,medium,0,3,0,0,1412.0,five-way join with correlated aggregate subquery
Q2_I02_T21,Q2_I02,Q2,"l2, p3, index_nested_loop",21,15,4,6,1,1,3,1,0,0,13,3,1125.9,0.0,2255.6,0.0,9,9,2,2257.8,1123.7,1099.0,0.000354,2.337,1.0009,0,Q2_I02_T22,22,1,5,4,0,2,1,0,4,2,medium,0,3,0,0,1412.0,five-way join with correlated aggregate subquery
Q2_I02_T22,Q2_I02,Q2,"l2, p3, index_nested_loop, pipelined",22,15,4,6,1,1,3,1,5,5,13,3,1125.9,0.0,2251.1,0.0,9,9,2,2257.8,1119.2,1099.0,0.000354,2.335,1.0,1,Q2_I02_T22,22,1,5,4,0,2,1,0,4,2,medium,0,3,0,0,1412.0,five-way join with correlated aggregate subquery
Q2_I02_T23,Q2_I02,Q2,"l2, p3, sort_merge",23,17,4,6,1,3,2,0,0,0,13,3,2528.0,0.0,2246.9,0.0,9,9,2,3650.2,1124.7,1099.0,0.000354,4.2829,1.8342,0,Q2_I02_T22,22,1,5,4,0,2,1,0,4,2,medium,0,3,0,0,1412.0,five-way join with correlated aggregate subquery
Q2_I02_T24,Q2_I02,Q2,"l2, p3, sort_merge, pipelined",24,17,4,6,1,3,2,0,5,5,13,3,2528.0,0.0,2242.4,0.0,9,9,2,3650.2,1120.2,1099.0,0.000354,4.2809,1.8334,0,Q2_I02_T22,22,1,5,4,0,2,1,0,4,2,medium,0,3,0,0,1412.0,five-way join with correlated aggregate subquery
Q2_I02_T25,Q2_I02,Q2,"l3, serial, nested_loop",25,15,4,6,1,1,0,0,0,0,0,0,2528.0,0.0,0.0,2244.9,9,9,3,3649.2,1123.7,1099.0,0.000354,11.0073,4.714,0,Q2_I02_T22,22,1,5,4,0,2,1,0,4,2,medium,0,3,0,0,1412.0,five-way join with correlated aggregate subquery
Q2_I02_T26,Q2_I02,Q2,"l3, serial, nested_loop, pipelined",26,15,4,6,1,1,0,0,5,5,0,0,2528.0,0.0,0.0,2240.4,9,9,3,3649.2,1119.2,1099.0,0.000354,11.0063,4.7136,0,Q2_I02_T22,22,1,5,4,0,2,1,0,4,2,medium,0,3,0,0,1412.0,five-way join with correlated aggregate subquery
Q2_I02_T29,Q2_I02,Q2,"l3, serial, index_nested_loop",29,15,4,6,1,1,3,1,0,0,0,0,1125.9,0.0,0.0,2255.6,9,9,3,2257.8,1123.7,1099.0,0.000354,5.1672,2.2129,0,Q2_I02_T22,22,1,5,4,0,2,1,0,4,2,medium,0,3,0,0,1412.0,five-way join with correlated aggregate subquery
Q2_I02_T30,Q2_I02,Q2,"l3, serial, index_nested_loop, pipelined",30,15,4,6,1,1,3,1,5,5,0,0,1125.9,0.0,0.0,2251.1,9,9,3,2257.8,1119.2,1099.0,0.000354,5.1662,2.2125,0,Q2_I02_T22,22,1,5,4,0,2,1,0,4,2,medium,0,3,0,0,1412.0,five-way join with correlated aggregate subquery
Q2_I02_T31,Q2_I02,Q2,"l3, serial, sort_merge",31,17,4,6,1,3,2,0,0,0,0,0,2528.0,0.0,0.0,2246.9,9,9,3,3650.2,1124.7,1099.0,0.000354,11.0077,4.7142,0,Q2_I02_T22,22,1,5,4,0,2,1,0,4,2,medium,0,3,0,0,1412.0,five-way join with correlated aggregate subquery
Q2_I02_T32,Q2_I02,Q2,"l3, serial, sort_merge, pipelined",32,17,4,6,1,3,2,0,5,5,0,0,2528.0,0.0,0.0,2242.4,9,9,3,3650.2,1120.2,1099.0,0.000354,11.0067,4.7138,0,Q2_I02_T22,22,1,5,4,0,2,1,0,4,2,medium,0,3,0,0,1412.0,five-way join with correlated aggregate subquery
Q3_I02_T01,Q3_I02,Q3,"home, serial, nested_loop",1,7,2,3,1,1,0,0,0,0,0,0,16609.1,0.0,0.0,0.0,0,0,0,12380.3,4228.8,3460.9,6.1e-05,69.9708,4.9272,0,Q3_I02_T22,22,1,3,2,0,3,1,3,2,1,large,1,0,0,0,8152.0,"three-way join, group, sort, limit"
Q3_I02_T03,Q3_I02,Q3,"home, serial, index_nested_loop",3,7,2,3,1,1,3,1,0,0,0,0,16564.1,0.0,0.0,0.0,0,0,0,12335.3,4228.8,3460.9,6.1e-05,69.7833,4.914,0,Q3_I02_T22,22,1,3,2,0,3,1,3,2,1,large,1,0,0,0,8152.0,"three-way join, group, sort, limit"
Q3_I02_T04,Q3_I02,Q3,"home, serial, sort_merge",4,9,2,3,1,3,2,0,0,0,0,0,16609.1,2.0,0.0,0.0,0,0,0,12381.3,4229.8,3460.9,6.1e-05,69.9746,4.9275,0,Q3_I02_T22,22,1,3,2,0,3,1,3,2,1,large,1,0,0,0,8152.0,"three-way join, group, sort, limit"
Q3_I02_T05,Q3_I02,Q3,"home, p3, nested_loop",5,7,2,3,1,1,0,0,0,0,5,3,16609.1,0.0,0.0,0.0,0,0,0,12380.3,4228.8,3460.9,6.1e-05,23.3307,1.6429,0,Q3_I02_T22,22,1,3,2,0,3,1,3,2,1,large,1,0,0,0,8152.0,"three-way join, group, sort, limit"
Q3_I02_T07,Q3_I02,Q3,"home, p3, index_nested_loop",7,7,2,3,1,1,3,1,0,0,5,3,16564.1,0.0,0.0,0.0,0,0,0,12335.3,4228.8,3460.9,6.1e-05,23.2682,1.6385,0,Q3_I02_T22,22,1,3,2,0,3,1,3,2,1,large,1,0,0,0,8152.0,"three-way join, group, sort, limit"
Q3_I02_T08,Q3_I02,Q3,"home, p3, sort_merge",8,9,2,3,1,3,2,0,0,0,5,3,16609.1,2.0,0.0,0.0,0,0,0,12381.3,4229.8,3460.9,6.1e-05,23.3344,1.6432,0,Q3_I02_T22,22,1,3,2,0,3,1,3,2,1,large,1,0,0,0,8152.0,"three-way join, group, sort, limit"
Q3_I02_T09,Q3_I02,Q3,"l2, serial, nested_loop",9,7,2,3,1,1,0,0,0,0,0,0,8152.0,0.0,8457.1,0.0,3,3,2,12380.3,4228.8,3460.9,6.1e-05,42.6464,3.0031,0,Q3_I02_T22,22,1,3,2,0,3,1,3,2,1,large,1,0,0,0,8152.0,"three-way join, group, sort, limit"
Q3_I02_T10,Q3_I02,Q3,"l2, serial, nested_loop, pipelined",10,7,2,3,1,1,0,0,3,3,0,0,8152.0,0.0,8454.6,0.0,3,3,2,12380.3,4226.3,3460.9,6.1e-05,42.6437,3.0029,0,Q3_I02_T22,22,1,3,2,0,3,1,3,2,1,large,1,0,0,0,8152.0,"three-way join, group, sort, limit"
Q3_I02_T13,Q3_I02,Q3,"l2, serial, index_nested_loop",13,7,2,3,1,1,3,1,0,0,0,0,8152.0,0.0,8412.1,0.0,3,3,2,12335.3,4228.8,3460.9,6.1e-05,42.6014,2.9999,0,Q3_I02_T22,22,1,3,2,0,3,1,3,2,1,large,1,0,0,0,8152.0,"three-way join, group, sort, limit"
Q3_I02_T14,Q3_I02,Q3,"l2, serial, index_nested_loop, pipelined",14,7,2,3,1,1,3,1,3,3,0,0,8152.0,0.0,8409.6,0.0,3,3,2,12335.3,4226.3,3460.9,6.1e-05,42.5987,2.9997,0,Q3_I02_T22,22,1,3,2,0,3,1,3,2,1,large,1,0,0,0,8152.0,"three-way join, group, sort, limit"
Q3_I02_T15,Q3_I02,Q3,"l2, serial, sort_merge",15,9,2,3,1,3,2,0,0,0,0,0,8152.0,0.0,8459.1,0.0,3,3,2,12381.3,4229.8,3460.9,6.1e-05,42.6484,3.0032,0,Q3_I02_T22,22,1,3,2,0,3,1,3,2,1,large,1,0,0,0,8152.0,"three-way join, group, sort, limit"
Q3_I02_T16,Q3_I02,Q3,"l2, serial, sort_merge, pipelined",16,9,2,3,1,3,2,0,3,3,0,0,8152.0,0.0,8456.6,0.0,3,3,2,12381.3,4227.3,3460.9,6.1e-05,42.6458,3.003,0,Q3_I02_T22,22,1,3,2,0,3,1,3,2,1,large,1,0,0,0,8152.0,"three-way join, group, sort, limit"
Q3_I02_T17,Q3_I02,Q3,"l2, p3, nested_loop",17,7,2,3,1,1,0,0,0,0,5,3,8152.0,0.0,8457.1,0.0,3,3,2,12380.3,4228.8,3460.9,6.1e-05,14.2172,1.0011,0,Q3_I02_T22,22,1,3,2,0,3,1,3,2,1,large,1,0,0,0,8152.0,"three-way join, group, sort, limit"
Q3_I02_T18,Q3_I02,Q3,"l2, p3, nested_loop, pipelined",18,7,2,3,1,1,0,0,3,3,5,3,8152.0,0.0,8454.6,0.0,3,3,2,12380.3,4226.3,3460.9,6.1e-05,14.2159,1.0011,0,Q3_I02_T22,22,1,3,2,0,3,1,3,2,1,large,1,0,0,0,8152.0,"three-way join, group, sort, limit"
Q3_I02_T21,Q3_I02,Q3,"l2, p3, index_nested_loop",21,7,2,3,1,1,3,1,0,0,5,3,8152.0,0.0,8412.1,0.0,3,3,2,12335.3,4228.8,3460.9,6.1e-05,14.2022,1.0001,0,Q3_I02_T22,22,1,3,2,0,3,1,3,2,1,large,1,0,0,0,8152.0,"three-way join, group, sort, limit"
Q3_I02_T22,Q3_I02,Q3,"l2, p3, index_nested_loop, pipelined",22,7,2,3,1,1,3,1,3,3,5,3,8152.0,0.0,8409.6,0.0,3,3,2,12335.3,4226.3,3460.9,6.1e-05,14.2009,1.0,1,Q3_I02_T22,22,1,3,2,0,3,1,3,2,1,large,1,0,0,0,8152.0,"three-way join, group, sort, limit"
Q3_I02_T23,Q3_I02,Q3,"l2, p3, sort_merge",23,9,2,3,1,3,2,0,0,0,5,3,8152.0,0.0,8459.1,0.0,3,3,2,12381.3,4229.8,3460.9,6.1e-05,14.2192,1.0013,0,Q3_I02_T22,22,1,3,2,0,3,1,3,2,1,large,1,0,0,0,8152.0,"three-way join, group, sort, limit"
Q3_I02_T24,Q3_I02,Q3,"l2, p3, sort_merge, pipelined",24,9,2,3,1,3,2,0,3,3,5,3,8152.0,0.0,8456.6,0.0,3,3,2,12381.3,4227.3,3460.9,6.1e-05,14.218,1.0012,0,Q3_I02_T22,22,1,3,2,0,3,1,3,2,1,large,1,0,0,0,8152.0,"three-way join, group, sort, limit"
Q3_I02_T25,Q3_I02,Q3,"l3, serial, nested_loop",25,7,2,3,1,1,0,0,0,0,0,0,8152.0,0.0,3460.9,4996.3,3,3,3,12380.3,4228.8,3460.9,6.1e-05,38.626,2.72,0,Q3_I02_T22,22,1,3,2,0,3,1,3,2,1,large,1,0,0,0,8152.0,"three-way join, group, sort, limit"
Q3_I02_T26,Q3_I02,Q3,"l3, serial, nested_loop, pipelined",26,7,2,3,1,1,0,0,3,3,0,0,8152.0,0.0,3460.9,4993.8,3,3,3,12380.3,4226.3,3460.9,6.1e-05,38.6254,2.7199,0,Q3_I02_T22,22,1,3,2,0,3,1,3,2,1,large,1,0,0,0,8152.0,"three-way join, group, sort, limit"
Q3_I02_T29,Q3_I02,Q3,"l3, serial, index_nested_loop",29,7,2,3,1,1,3,1,0,0,0,0,8152.0,0.0,3460.9,4951.3,3,3,3,12335.3,4228.8,3460.9,6.1e-05,38.617,2.7193,0,Q3_I02_T22,22,1,3,2,0,3,1,3,2,1,large,1,0,0,0,8152.0,"three-way join, group, sort, limit"
Q3_I02_T30,Q3_I02,Q3,"l3, serial, index_nested_loop, pipelined",30,7,2,3,1,1,3,1,3,3,0,0,8152.0,0.0,3460.9,4948.8,3,3,3,12335.3,4226.3,3460.9,6.1e-05,38.6164,2.7193,0,Q3_I02_T22,22,1,3,2,0,3,1,3,2,1,large,1,0,0,0,8152.0,"three-way join, group, sort, limit"
Q3_I02_T31,Q3_I02,Q3,"l3, serial, sort_merge",31,9,2,3,1,3,2,0,0,0,0,0,8152.0,0.0,3460.9,4998.3,3,3,3,12381.3,4229.8,3460.9,6.1e-05,38.6264,2.72,0,Q3_I02_T22,22,1,3,2,0,3,1,3,2,1,large,1,0,0,0,8152.0,"three-way join, group, sort, limit"
Q3_I02_T32,Q3_I02,Q3,"l3, serial, sort_merge, pipelined",32,9,2,3,1,3,2,0,3,3,0,0,8152.0,0.0,3460.9,4995.8,3,3,3,12381.3,4227.3,3460.9,6.1e-05,38.6259,2.72,0,Q3_I02_T22,22,1,3,2,0,3,1,3,2,1,large,1,0,0,0,8152.0,"three-way join, group, sort, limit"
Q3_I02_T33,Q3_I02,Q3,"l3, p3, nested_loop",33,7,2,3,1,1,0,0,0,0,1,3,8152.0,0.0,3460.9,4996.3,3,3,3,12380.3,4228.8,3460.9,6.1e-05,18.3945,1.2953,0,Q3_I02_T22,22,1,3,2,0,3,1,3,2,1,large,1,0,0,0,8152.0,"three-way join, group, sort, limit"
Q3_I02_T34,Q3_I02,Q3,"l3, p3, nested_loop, pipelined",34,7,2,3,1,1,0,0,3,3,1,3,8152.0,0.0,3460.9,4993.8,3,3,3,12380.3,4226.3,3460.9,6.1e-05,18.394,1.2953,0,Q3_I02_T22,22,1,3,2,0,3,1,3,2,1,large,1,0,0,0,8152.0,"three-way join, group, sort, limit"
Q3_I02_T37,Q3_I02,Q3,"l3, p3, index_nested_loop",37,7,2,3,1,1,3,1,0,0,1,3,8152.0,0.0,3460.9,4951.3,3,3,3,12335.3,4228.8,3460.9,6.1e-05,18.3855,1.2947,0,Q3_I02_T22,22,1,3,2,0,3,1,3,2,1,large,1,0,0,0,8152.0,"three-way join, group, sort, limit"
Q3_I02_T38,Q3_I02,Q3,"l3, p3, index_nested_loop, pipelined",38,7,2,3,1,1,3,1,3,3,1,3,8152.0,0.0,3460.9,4948.8,3,3,3,12335.3,4226.3,3460.9,6.1e-05,18.385,1.2946,0,Q3_I02_T22,22,1,3,2,0,3,1,3,2,1,large,1,0,0,0,8152.0,"three-way join, group, sort, limit"
Q3_I02_T39,Q3_I02,Q3,"l3, p3, sort_merge",39,9,2,3,1,3,2,0,0,0,1,3,8152.0,0.0,3460.9,4998.3,3,3,3,12381.3,4229.8,3460.9,6.1e-05,18.395,1.2953,0,Q3_I02_T22,22,1,3,2,0,3,1,3,2,1,large,1,0,0,0,8152.0,"three-way join, group, sort, limit"
Q3_I02_T40,Q3_I02,Q3,"l3, p3, sort_merge, pipelined",40,9,2,3,1,3,2,0,3,3,1,3,8152.0,0.0,3460.9,4995.8,3,3,3,12381.3,4227.3,3460.9,6.1e-05,18.3944,1.2953,0,Q3_I02_T22,22,1,3,2,0,3,1,3,2,1,large,1,0,0,0,8152.0,"three-way join, group, sort, limit"
Q4_I02_T01,Q4_I02,Q4,"home, serial, nested_loop",1,5,0,3,1,1,0,0,0,0,0,0,26720.2,0.0,0.0,0.0,0,0,0,18424.6,8295.6,4037.7,0.01037,112.8369,5.0471,0,Q4_I02_T37,37,1,2,0,0,2,1,1,1,2,large,1,0,0,0,7896.0,"semi-join from EXISTS, group, sort"
Q4_I02_T03,Q4_I02,Q4,"home, serial, index_nested_loop",3,5,0,3,1,1,3,1,0,0,0,0,25436.6,0.0,0.0,0.0,0,0,0,17141.0,8295.6,4037.7,0.01037,107.4886,4.8079,0,Q4_I02_T37,37,1,2,0,0,2,1,1,1,2,large,1,0,0,0,7896.0,"semi-join from EXISTS, group, sort"
Q4_I02_T04,Q4_I02,Q4,"home, serial, sort_merge",4,7,0,3,1,3,2,0,0,0,0,0,26720.2,327.5,0.0,0.0,0,0,0,18588.3,8459.4,4037.7,0.01037,113.4491,5.0745,0,Q4_I02_T37,37,1,2,0,0,2,1,1,1,2,large,1,0,0,0,7896.0,"semi-join from EXISTS, group, sort"
Q4_I02_T05,Q4_I02,Q4,"home, p3, nested_loop",5,5,0,3,1,1,0,0,0,0,3,3,26720.2,0.0,0.0,0.0,0,0,0,18424.6,8295.6,4037.7,0.01037,49.5302,2.2155,0,Q4_I02_T37,37,1,2,0,0,2,1,1,1,2,large,1,0,0,0,7896.0,"semi-join from EXISTS, group, sort"
Q4_I02_T07,Q4_I02,Q4,"home, p3, index_nested_loop",7,5,0,3,1,1,3,1,0,0,3,3,25436.6,0.0,0.0,0.0,0,0,0,17141.0,8295.6,4037.7,0.01037,47.7474,2.1357,0,Q4_I02_T37,37,1,2,0,0,2,1,1,1,2,large,1,0,0,0,7896.0,"semi-join from EXISTS, group, sort"
Q4_I02_T08,Q4_I02,Q4,"home, p3, sort_merge",8,7,0,3,1,3,2,0,0,0,3,3,26720.2,327.5,0.0,0.0,0,0,0,18588.3,8459.4,4037.7,0.01037,50.1424,2.2428,0,Q4_I02_T37,37,1,2,0,0,2,1,1,1,2,large,1,0,0,0,7896.0,"semi-join from EXISTS, group, sort"
Q4_I02_T09,Q4_I02,Q4,"l2, serial, nested_loop",9,5,0,3,1,1,0,0,0,0,0,0,14305.0,0.0,12415.2,0.0,3,3,2,18424.6,8295.6,4037.7,0.01037,72.4559,3.2409,0,Q4_I02_T37,37,1,2,0,0,2,1,1,1,2,large,1,0,0,0,7896.0,"semi-join from EXISTS, group, sort"
Q4_I02_T13,Q4_I02,Q4,"l2, serial, index_nested_loop",13,5,0,3,1,1,3,1,0,0,0,0,13021.4,0.0,12415.2,0.0,3,3,2,17141.0,8295.6,4037.7,0.01037,67.1077,3.0017,0,Q4_I02_T37,37,1,2,0,0,2,1,1,1,2,large,1,0,0,0,7896.0,"semi-join from EXISTS, group, sort"
Q4_I02_T15,Q4_I02,Q4,"l2, serial, sort_merge",15,7,0,3,1,3,2,0,0,0,0,0,14305.0,0.0,12742.7,0.0,3,3,2,18588.3,8459.4,4037.7,0.01037,72.7921,3.2559,0,Q4_I02_T37,37,1,2,0,0,2,1,1,1,2,large,1,0,0,0,7896.0,"semi-join from EXISTS, group, sort"
Q4_I02_T17,Q4_I02,Q4,"l2, p3, nested_loop",17,5,0,3,1,1,0,0,0,0,3,3,14305.0,0.0,12415.2,0.0,3,3,2,18424.6,8295.6,4037.7,0.01037,27.0133,1.2083,0,Q4_I02_T37,37,1,2,0,0,2,1,1,1,2,large,1,0,0,0,7896.0,"semi-join from EXISTS, group, sort"
Q4_I02_T21,Q4_I02,Q4,"l2, p3, index_nested_loop",21,5,0,3,1,1,3,1,0,0,3,3,13021.4,0.0,12415.2,0.0,3,3,2,17141.0,8295.6,4037.7,0.01037,25.2305,1.1285,0,Q4_I02_T37,37,1,2,0,0,2,1,1,1,2,large,1,0,0,0,7896.0,"semi-join from EXISTS, group, sort"
